SYMBOL,PRICE,TARGET,SCORE,RSI,DEBT_EQUITY,SECTOR,VOL_SURGE
XPROINDIA,1031.8,1186.57,8,60.65,0.0,General,0.42
XTGLOBAL,29.79,34.26,4,48.85,0.0,General,2.41
YASHO,1457.8,1676.47,8,53.8,0.0,General,0.35
YATHARTH,704.6,810.29,10,60.27,0.0,General,0.62
YATRA,102.42,117.78,6,44.0,0.0,General,0.55
YESBANK,18.93,21.77,8,49.63,0.0,General,0.8
YUKEN,668.5,768.78,8,48.63,0.0,General,5.55
ZAGGLE,252.21,290.04,6,59.31,0.0,General,0.84
ZEEL,79.2,91.08,8,52.17,0.0,General,1.39
ZEELEARN,4.82,5.54,4,41.14,0.0,General,1.39
ZEEMEDIA,7.69,8.84,8,51.4,0.0,General,0.42
ZENITHEXPO,194.04,223.15,8,54.31,0.0,General,0.0
ZENITHSTL,5.36,6.16,8,56.96,0.0,General,0.73
ZENSARTECH,554.1,637.21,8,48.31,0.0,General,1.13
ZENTEC,1533.2,1763.18,6,66.55,0.0,General,4.9
ZFCVINDIA,14248.0,16385.2,10,52.27,0.0,General,0.53
ZIMLAB,71.49,82.21,8,58.0,0.0,General,0.55
ZODIAC,269.2,309.58,8,59.02,0.0,General,0.84
ZODIACLOTH,71.85,82.63,8,52.82,0.0,General,0.23
ZOTA,1234.5,1419.68,6,58.16,0.0,General,1.12
ZUARI,216.05,248.46,8,54.37,0.0,General,0.98
ZUARIIND,247.52,284.65,8,54.79,0.0,General,0.45
ZYDUSLIFE,902.25,1037.59,8,53.72,0.0,General,1.06
ZYDUSWELL,489.5,562.92,10,64.39,0.0,General,0.12
